id,gender,major,admission_type,admission_group,admission_score,credits_sem5,credits_sem6,credits_sem7,credits_sem8,failed_sem5,failed_sem6,failed_sem7,failed_sem8,warn_sem5,warn_sem6,warn_sem7,warn_sem8,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,gpa_sem6,gpa_sem7,gpa_sem8,target
SV00561,Nữ,Marketing CLC,THPT,X06,26.26,72,86,101,102,0,0,0,0,0,0,0,0,3.07,3.08,3.21,3.29,3.32,3.18,3.63,0,1
SV00562,Nam,Trí tuệ nhân tạo,ĐGTD,A01,18.95,69,82,95,96,0,0,0,0,0,0,0,0,2.72,2.66,3.12,2.92,2.75,2.53,2.63,0,0
SV00563,Nam,Marketing,ĐGNL,X26,20.2,30,32,33,34,3,5,7,9,0,0,0,0,1.78,1.26,1.22,1,0.89,0.94,0.63,0,0
SV00564,Nam,Công nghệ thông tin,ĐGTD,A01,19.09,68,82,96,97,0,0,0,0,0,0,0,0,2.46,2.88,3.09,2.85,2.64,2.82,2.77,0,1
SV00565,Nữ,Khoa học máy tính,THPT,A00,26.02,73,88,103,104,0,0,0,0,0,0,0,0,3.31,3.14,3.19,3.44,3.67,3.65,3.59,0,0
SV00566,Nam,Công nghệ thông tin CLC,ĐGTD,A00,20.46,66,79,92,93,0,0,0,0,0,0,0,0,2.37,2.47,2.46,2.5,2.78,2.5,2.46,0,1
SV00567,Nam,Công nghệ thông tin CLC,ĐGNL,X06,20.11,68,82,97,99,0,0,0,0,0,0,0,0,2.27,2.64,2.89,2.98,3.45,3.22,3.24,0.24,1
SV00568,Nam,Công nghệ thông tin CLC,THPT,A01,28.72,69,83,97,98,0,0,0,0,0,0,0,0,2.75,2.85,2.59,2.78,3.07,3.16,2.71,0,1
SV00569,Nam,Kế toán CLC,THPT,A00,25.92,67,80,94,96,0,0,0,0,0,0,0,0,2.97,2.99,2.34,2.67,2.72,2.66,2.93,0.24,1
SV00570,Nữ,Kế toán,THPT,X26,25.07,73,88,103,104,0,0,0,0,0,0,0,0,2.72,2.83,3.3,3.72,3.83,3.97,4,0,1
SV00571,Nam,Báo chí,THPT,A01,25.08,70,85,98,99,0,0,0,0,0,0,0,0,3.19,3.02,3.12,3.09,3.23,3.28,2.53,0,1
SV00572,Nam,Logistics và quản trị chuỗi cung ứng,Xét tuyển thẳng,A00,0,67,82,97,98,0,0,0,0,0,0,0,0,2.47,2.61,2.6,3.03,3.13,3.26,3.54,0,1
SV00573,Nam,Công nghệ thông tin Việt - Nhật,THPT,A01,26.39,33,39,45,47,3,4,4,4,0,0,0,0,1.9,1.31,1.09,1.18,1.35,1.69,1.75,0.3,0
SV00574,Nữ,Trí tuệ nhân tạo,ĐGNL,X06,21.02,68,82,96,97,0,0,0,0,0,0,0,0,2.53,2.67,2.81,3.21,2.8,2.71,2.94,0,0
SV00575,Nam,Trí tuệ nhân tạo,THPT,A01,27.78,70,84,99,101,0,0,0,0,0,0,0,0,2.78,2.73,2.94,3.17,3.1,3.21,3.52,0.12,0
SV00576,Nam,Công nghệ thông tin UDU,THPT,X06,25.39,74,89,104,105,0,0,0,0,0,0,0,0,3.23,3.26,3.27,3.43,3.42,3.49,3.24,0,1
SV00577,Nữ,Khoa học máy tính,Xét tuyển thẳng,A01,0,51,63,73,74,0,0,0,0,0,0,0,0,1.85,1.76,1.81,2.33,2.24,2.09,1.98,0,1
SV00578,Nữ,Marketing CLC,THPT,D01,26.59,60,73,86,87,0,0,0,0,0,0,0,0,2.02,1.79,2.5,2.66,2.41,2.42,2.45,0,1
SV00579,Nữ,Khoa học máy tính,THPT,A00,28.07,75,90,104,105,0,0,0,0,0,0,0,0,3.7,3.81,3.7,3.91,3.76,3.52,3.1,0,1
SV00580,Nữ,An toàn thông tin,THPT,X06,26.62,36,37,38,39,1,3,5,7,0,1,2,3,1.85,1.58,1.68,1.4,0.51,0.09,0,0,1
SV00581,Nam,An toàn thông tin,THPT,X26,27.3,75,90,105,106,0,0,0,0,0,0,0,0,3.43,3.3,3.54,3.56,3.57,3.38,3.38,0,0
SV00582,Nam,Kỹ thuật điện tử viễn thông,THPT,X06,25.94,70,84,98,99,0,0,0,0,0,0,0,0,3.05,3.01,2.79,3.06,3.19,3.1,3.15,0,1
SV00583,Nam,An toàn thông tin,ĐGNL,X06,21.73,54,62,71,73,0,0,0,0,0,0,0,0,2.26,2.3,2.16,1.94,1.56,1.61,1.77,0.24,1
SV00584,Nam,Trí tuệ nhân tạo,THPT,X26,27.33,75,90,104,105,0,0,0,0,0,0,0,0,3.91,4,4,4,4,3.82,3.2,0,1
SV00585,Nữ,Logistics và quản trị chuỗi cung ứng,ĐGTD,A00,18.82,72,87,102,103,0,0,0,0,0,0,0,0,2.89,2.95,3.04,3.39,3.5,3.72,3.51,0,1
SV00586,Nữ,Khoa học máy tính,ĐGNL,A00,19.51,70,83,95,96,0,0,0,0,0,0,0,0,3.15,3.2,3.06,2.93,2.79,2.63,2.33,0,0
SV00587,Nữ,Truyền thông đa phương tiện,THPT,D01,25.36,71,85,99,100,0,0,0,0,0,0,0,0,2.9,2.77,3.07,3.16,3.25,3.08,3.07,0,1
SV00588,Nam,An toàn thông tin,THPT,A00,26.99,75,90,105,106,0,0,0,0,0,0,0,0,3.27,3.27,3.56,3.58,3.8,3.69,3.26,0,1
SV00589,Nam,Kỹ thuật điện tử viễn thông,THPT,A01,27.57,61,74,87,89,0,0,0,0,0,0,0,0,2.06,2.23,2.35,2.29,2.41,2.56,2.69,0.3,0
SV00590,Nam,Kỹ thuật điện tử viễn thông,ĐGNL,A00,19.52,60,74,88,90,0,0,0,0,0,0,0,0,2.32,2.12,1.99,2.42,2.66,2.71,2.8,0.3,0
SV00591,Nam,"Kỹ thuật điện, điện tử",THPT,A00,27.33,49,61,73,74,0,0,0,0,0,0,0,0,2.07,1.86,1.87,1.8,1.88,2.18,2.12,0,1
SV00592,Nữ,Khoa học máy tính,THPT,X06,27.67,71,85,99,100,0,0,0,0,0,0,0,0,3.15,3.09,3.07,3.02,3.6,3.06,2.98,0,1
SV00593,Nam,Công nghệ thông tin CLC,THPT,A00,26.68,69,83,97,98,0,0,0,0,0,0,0,0,2.61,2.86,3.08,3.09,3.04,3.03,3.03,0,0
SV00594,Nam,Báo chí,THPT,A01,23.77,69,81,94,95,0,0,0,0,0,0,0,0,2.86,2.94,3.15,2.86,2.62,2.2,2.44,0,1
SV00595,Nam,Công nghệ thông tin Việt - Nhật,ĐGNL,X26,21.65,69,84,98,99,0,0,0,0,0,0,0,0,2.96,2.62,3.09,2.95,3.02,3.25,3.02,0,1
SV00596,Nam,"Kỹ thuật điện, điện tử",THPT,X06,28.06,74,89,104,105,0,0,0,0,0,0,0,0,3.11,3.85,3.94,4,4,4,3.77,0,1
SV00597,Nữ,Kế toán,THPT,X06,23.45,65,78,90,91,0,0,0,0,0,0,0,0,2.39,2.81,2.88,2.24,2.17,2.36,2.32,0,1
SV00598,Nam,"Kỹ thuật điện, điện tử",THPT,A01,26.54,41,49,56,58,0,1,1,1,0,0,0,0,1.83,1.52,1.52,1.55,1.49,1.69,1.5,0.12,1
SV00599,Nữ,Kế toán CLC,ĐGNL,X26,19.8,27,30,32,33,5,6,7,8,0,0,0,0,1.74,1.37,0.94,0.73,1.12,1.23,1.05,0,0
SV00600,Nam,Kế toán CLC,ĐGNL,A00,20.74,68,82,96,98,0,0,0,0,0,0,0,0,2.66,2.66,2.96,2.76,2.99,3.22,3.13,0.24,0
SV00601,Nữ,Kế toán CLC,THPT,X06,24.86,67,80,95,97,0,0,0,0,0,0,0,0,2.4,2.55,2.57,2.83,2.86,2.67,3.24,0.3,0
SV00602,Nam,"Kỹ thuật điện, điện tử",THPT,A00,27.53,70,84,98,99,0,0,0,0,0,0,0,0,2.84,2.84,2.88,2.8,2.82,2.83,2.89,0,1
SV00603,Nữ,Công nghệ đa phương tiện,ĐGNL,D01,20.29,73,87,102,103,0,0,0,0,0,0,0,0,3.4,3.38,3.55,3.22,3.12,2.97,3.36,0,1
SV00604,Nữ,An toàn thông tin CLC,THPT,X06,26.74,70,84,97,98,0,0,0,0,0,0,0,0,3.15,3.01,2.92,2.87,3.22,2.76,2.45,0,0
SV00605,Nam,"Kỹ thuật điện, điện tử",THPT,X06,26.57,55,60,66,67,0,1,2,3,0,0,0,0,2.63,2.44,2.06,1.9,1.41,1.06,1.26,0,1
SV00606,Nữ,Marketing CLC,THPT,A00,24.57,65,78,91,92,0,0,0,0,0,0,0,0,3.01,2.78,2.42,2.15,2.16,2.4,2.65,0,1
SV00607,Nam,Công nghệ thông tin Việt - Nhật,THPT,X26,27.66,71,85,99,100,0,0,0,0,0,0,0,0,2.78,2.81,2.75,2.72,3.25,2.83,2.79,0,1
SV00608,Nữ,Marketing CLC,THPT,A01,25.63,48,55,63,65,0,1,1,1,0,0,0,0,2.03,1.88,1.77,1.74,1.48,1.53,1.71,0.12,1
SV00609,Nữ,Báo chí,THPT,D01,24.96,66,80,94,95,0,0,0,0,0,0,0,0,2.65,2.7,2.49,2.43,2.99,3.03,2.75,0,1
SV00610,Nam,Kỹ thuật điện tử viễn thông,THPT,X06,27.48,59,72,85,86,0,0,0,0,0,0,0,0,2.56,2.28,2.04,1.95,2.2,2.37,2.52,0,1
SV00611,Nam,Kỹ thuật điện tử viễn thông,THPT,A00,27.98,68,81,95,96,0,0,0,0,0,0,0,0,2.73,2.82,2.68,2.64,2.77,2.7,2.77,0,0
SV00612,Nữ,Marketing,THPT,A00,25.25,70,83,95,96,0,0,0,0,0,0,0,0,2.78,3.1,3.26,2.91,2.65,2.47,2.27,0,0
SV00613,Nam,"Kỹ thuật điện, điện tử",THPT,A01,27.7,74,88,102,103,0,0,0,0,0,0,0,0,3.26,3.59,3.69,3.6,3.09,3.13,3.16,0,1
SV00614,Nam,Công nghệ thông tin UDU,THPT,A00,26.42,73,87,101,103,0,0,0,0,0,0,0,0,2.95,3.28,3.5,3.28,3.17,3.17,2.99,0.12,0
SV00615,Nữ,Truyền thông đa phương tiện,ĐGNL,A01,19.46,68,81,94,95,0,0,0,0,0,0,0,0,2.84,2.59,2.91,2.95,2.54,2.55,2.64,0,1
SV00616,Nam,Kế toán CLC,ĐGNL,X06,19.96,66,79,93,94,0,0,0,0,0,0,0,0,2.61,2.84,2.9,2.6,2.26,2.56,2.88,0,1
SV00617,Nam,Công nghệ thông tin CLC,Xét tuyển thẳng,A01,0,69,84,99,101,0,0,0,0,0,0,0,0,2.43,2.71,2.9,2.69,3.27,3.42,3.35,0.24,0
SV00618,Nữ,Công nghệ thông tin CLC,THPT,X06,27.9,67,80,93,94,0,0,0,0,0,0,0,0,3.01,2.61,2.81,2.59,2.7,2.59,2.55,0,0
SV00619,Nam,An toàn thông tin,THPT,X06,27.15,74,89,104,105,0,0,0,0,0,0,0,0,2.97,3.46,3.83,3.94,3.95,4,4,0,1
SV00620,Nam,An toàn thông tin CLC,THPT,A00,26.36,71,85,99,100,0,0,0,0,0,0,0,0,2.97,2.54,2.84,3.38,3.42,2.9,3.08,0,1
SV00621,Nam,Logistics và quản trị chuỗi cung ứng,ĐGTD,D01,20.67,29,32,35,36,4,5,6,7,0,0,0,0,1.29,1.35,1.31,1.09,1.07,1,1.04,0.12,0
SV00622,Nam,Marketing,THPT,X06,24.61,69,81,93,94,0,0,0,0,0,0,0,0,2.83,2.94,2.91,2.58,2.85,2.18,2.09,0,1
SV00623,Nam,An toàn thông tin CLC,THPT,A00,26.9,73,88,102,103,0,0,0,0,0,0,0,0,3.07,3.23,3.53,3.37,3.54,3.61,3.2,0,1
SV00624,Nữ,Logistics và quản trị chuỗi cung ứng,ĐGNL,A01,19.77,63,76,88,89,0,0,0,0,0,0,0,0,2.22,2.34,2.46,2.55,2.45,2.67,2.3,0,1
SV00625,Nam,Kế toán,THPT,A01,25.22,54,67,81,83,0,0,0,0,0,0,0,0,1.98,1.83,1.96,2.25,2.48,2.7,2.73,0.3,0
SV00626,Nam,Công nghệ thông tin CLC,THPT,A00,26.83,65,78,90,92,0,0,0,0,0,0,0,0,2.58,2.52,2.37,2.5,2.7,2.44,2.1,0.3,0
SV00627,Nữ,Công nghệ thông tin UDU,THPT,X06,25.28,52,64,77,79,0,0,0,0,0,0,0,0,1.9,1.99,2.21,1.91,1.88,2.32,2.42,0.3,0
SV00628,Nữ,Công nghệ thông tin UDU,ĐGNL,A00,19.99,61,74,86,87,0,0,0,0,0,0,0,0,2.4,2.3,2.02,2.26,2.08,2.38,2.3,0,1
SV00629,Nam,Marketing CLC,ĐGNL,A00,20.36,55,64,75,76,0,0,0,0,0,0,0,0,2.59,1.96,1.95,1.92,2.15,1.7,2.01,0,1
SV00630,Nam,Công nghệ thông tin UDU,THPT,X26,25.44,75,90,104,105,0,0,0,0,0,0,0,0,3.41,3.42,3.69,3.34,3.54,3.37,2.98,0,1
SV00631,Nữ,Công nghệ đa phương tiện,ĐGNL,A01,20.32,41,46,51,52,1,3,4,4,0,0,0,0,1.96,1.77,1.88,1.45,0.94,1.18,1.55,0.24,0
SV00632,Nam,Công nghệ thông tin Việt - Nhật,THPT,X26,28.86,74,89,104,105,0,0,0,0,0,0,0,0,3.07,3.35,3.47,3.53,3.83,3.66,3.69,0,1
SV00633,Nam,Logistics và quản trị chuỗi cung ứng,THPT,X26,25.26,69,83,96,97,0,0,0,0,0,0,0,0,2.87,2.79,2.83,2.86,2.62,2.84,2.62,0,1
SV00634,Nam,Công nghệ thông tin UDU,ĐGTD,A00,20.84,64,77,90,91,0,0,0,0,0,0,0,0,2.65,2.76,2.25,2.49,2.35,2.67,2.57,0,1
SV00635,Nam,Công nghệ thông tin,ĐGNL,A00,20.31,68,82,97,99,0,0,0,0,0,0,0,0,2.62,2.57,2.9,2.93,3.06,3.09,3.33,0.24,0
SV00636,Nữ,Truyền thông đa phương tiện,ĐGTD,A01,20.67,62,76,89,90,0,0,0,0,0,0,0,0,2.41,2.27,2.31,2.28,2.47,2.82,2.6,0,1
SV00637,Nam,Công nghệ thông tin CLC,ĐGNL,A01,19.22,57,69,82,84,0,0,0,0,0,0,0,0,1.64,2.17,2.26,2.4,2.21,2.35,2.55,0.3,0
SV00638,Nam,Công nghệ thông tin Việt - Nhật,THPT,A00,25.88,68,82,96,98,0,0,0,0,0,0,0,0,2.58,3.17,2.96,2.72,2.52,2.94,3.23,0.24,0
SV00639,Nam,"Kỹ thuật điện, điện tử",THPT,A00,28.14,70,84,98,99,0,0,0,0,0,0,0,0,2.94,2.76,3,2.92,2.88,3.05,3.02,0,0
SV00640,Nữ,Báo chí,THPT,X06,24.53,73,88,103,104,0,0,0,0,0,0,0,0,2.95,3.17,3.6,3.77,3.99,3.96,3.8,0,1
SV00641,Nữ,Truyền thông đa phương tiện,THPT,X06,23.96,66,80,94,95,0,0,0,0,0,0,0,0,2.99,2.65,2.59,2.59,2.48,2.87,3.01,0,1
SV00642,Nữ,Khoa học máy tính,THPT,X26,28.41,68,81,94,96,0,0,0,0,0,0,0,0,2.81,2.85,2.63,2.66,2.8,2.6,2.54,0.3,0
SV00643,Nữ,Kỹ thuật điện tử viễn thông,THPT,X26,26.28,70,83,95,96,0,0,0,0,0,0,0,0,2.96,3.1,2.97,3.11,3.08,2.39,2.29,0,1
SV00644,Nữ,Marketing,THPT,A00,26.35,64,76,90,91,0,0,0,0,0,0,0,0,2.29,2.33,2.75,2.58,2.6,2.29,2.72,0,0
SV00645,Nữ,Công nghệ đa phương tiện,ĐGTD,A00,19.39,71,85,99,100,0,0,0,0,0,0,0,0,2.73,3.09,3.27,3.07,2.93,3.07,2.94,0,1
SV00646,Nam,Công nghệ thông tin Việt - Nhật,THPT,X06,26.79,69,82,94,96,0,0,0,0,0,0,0,0,2.78,2.43,2.85,2.91,2.71,2.67,2.22,0.24,1
SV00647,Nữ,Marketing,THPT,A00,26.05,74,89,104,105,0,0,0,0,0,0,0,0,3.22,3.8,4,4,3.91,3.69,4,0,0
SV00648,Nam,Marketing CLC,ĐGNL,X06,19.96,73,87,101,102,0,0,0,0,0,0,0,0,3.34,3.71,3.3,3.15,3,3,3.01,0,0
SV00649,Nữ,Báo chí,ĐGNL,A00,19.5,64,77,90,91,0,0,0,0,0,0,0,0,2.34,2.42,2.59,2.61,2.66,2.42,2.46,0,1
SV00650,Nam,Kỹ thuật điện tử viễn thông,THPT,A00,27.73,73,88,102,104,0,0,0,0,0,0,0,0,2.72,2.88,3.25,3.51,3.54,3.27,3.14,0.12,1
SV00651,Nữ,Marketing,ĐGNL,X06,19.86,50,57,62,64,0,1,2,3,0,0,0,0,2.25,2.15,1.93,1.66,1.38,1.35,1.12,0.36,0
SV00652,Nam,Kế toán CLC,ĐGNL,A01,19.62,38,45,53,55,2,2,2,2,0,0,0,0,1.79,1.48,1.48,1.56,1.56,1.59,1.93,0.18,0
SV00653,Nam,Công nghệ thông tin,ĐGTD,X06,21.23,70,84,99,100,0,0,0,0,0,0,0,0,2.49,2.81,3.05,3.22,3.47,3,3.36,0,1
SV00654,Nam,"Kỹ thuật điện, điện tử",THPT,X26,27.93,70,84,99,101,0,0,0,0,0,0,0,0,2.84,2.95,2.98,2.94,3.05,3.11,3.35,0.24,0
SV00655,Nam,Marketing CLC,THPT,A01,26.76,65,78,91,93,0,0,0,0,0,0,0,0,2.26,2.79,2.65,2.61,2.41,2.52,2.59,0.3,0
SV00656,Nam,Marketing CLC,ĐGNL,X26,19.27,72,87,102,103,0,0,0,0,0,0,0,0,3.01,2.85,3.07,3.29,3.58,3.63,4,0,1
SV00657,Nữ,Công nghệ đa phương tiện,THPT,A00,26.36,72,87,102,103,0,0,0,0,0,0,0,0,3.11,2.92,2.91,3.29,3.74,4,4,0,1
SV00658,Nữ,Kế toán CLC,ĐGNL,X06,19.75,64,77,91,92,0,0,0,0,0,0,0,0,2.77,2.48,2.12,2.2,2.36,2.6,2.75,0,0
SV00659,Nam,An toàn thông tin,ĐGNL,X06,20.34,55,63,72,73,0,0,0,0,0,0,0,0,2.4,2.39,2.03,1.55,1.76,1.59,1.83,0,1
SV00660,Nữ,Công nghệ thông tin Việt - Nhật,ĐGNL,X26,19.65,63,75,85,86,0,0,0,0,0,0,0,0,2.5,2.67,2.53,2.08,2.13,2.04,1.95,0,1
SV00661,Nam,Công nghệ thông tin,Xét tuyển thẳng,X26,0,12,13,14,15,8,10,12,14,0,0,0,0,0.93,0.81,0.4,0.64,0.62,0.67,0.46,0,0
SV00662,Nam,Công nghệ đa phương tiện,THPT,X06,25.32,75,90,105,106,0,0,0,0,0,0,0,0,3.29,3.76,3.9,3.69,3.8,4,4,0,1
SV00663,Nam,Trí tuệ nhân tạo,ĐGTD,A00,20.18,66,79,92,93,0,0,0,0,0,0,0,0,2.48,2.49,2.66,2.78,2.61,2.43,2.69,0,1
SV00664,Nam,Công nghệ thông tin,ĐGNL,X26,19.82,75,90,105,106,0,0,0,0,0,0,0,0,3.25,3.72,3.78,3.72,4,4,3.77,0,1
SV00665,Nam,Kế toán,THPT,X26,24.45,72,87,102,103,0,0,0,0,0,0,0,0,2.99,2.97,2.98,3.27,3.48,3.83,3.37,0,0
SV00666,Nữ,Truyền thông đa phương tiện,ĐGNL,A01,18.72,63,76,90,91,0,0,0,0,0,0,0,0,2.81,2.45,2.3,2.11,2.14,2.57,3.09,0,0
SV00667,Nam,Marketing CLC,ĐGNL,A01,19.53,72,87,102,103,0,0,0,0,0,0,0,0,2.9,3.06,3.18,3.3,3.39,3.83,4,0,1
SV00668,Nữ,Kỹ thuật điện tử viễn thông,Xét tuyển thẳng,X26,0,57,71,85,87,0,0,0,0,0,0,0,0,1.74,1.99,2.08,2.39,2.69,2.82,2.87,0.3,0
SV00669,Nam,Khoa học máy tính,THPT,X26,25.66,69,83,97,98,0,0,0,0,0,0,0,0,2.95,2.8,2.53,2.91,3.05,3.07,2.94,0,1
SV00670,Nữ,An toàn thông tin CLC,THPT,X06,26.36,72,86,100,101,0,0,0,0,0,0,0,0,3.35,3.16,3.18,3.42,2.95,2.96,2.87,0,1
SV00671,Nữ,Báo chí,ĐGTD,X26,19.52,37,48,60,63,2,2,1,0,0,0,0,0,1.31,1.25,1.63,1.57,2.02,2.54,2.54,0.54,0
SV00672,Nữ,Kế toán CLC,THPT,X26,26.87,74,89,104,105,0,0,0,0,0,0,0,0,3.02,3.48,3.69,3.79,3.79,3.66,3.69,0,1
SV00673,Nam,Kế toán CLC,ĐGNL,A01,20.51,48,61,73,75,0,0,0,0,0,0,0,0,1.73,1.68,1.63,1.9,2.35,2.38,2.23,0.3,0
SV00674,Nam,An toàn thông tin,THPT,A01,26.58,71,84,98,100,0,0,0,0,0,0,0,0,2.98,3.28,2.99,2.94,2.73,2.68,3.11,0.24,0
SV00675,Nữ,Kế toán CLC,THPT,X06,24.73,63,77,90,91,0,0,0,0,0,0,0,0,2.39,2.2,2.29,2.47,2.59,2.91,2.49,0,1
SV00676,Nữ,Công nghệ đa phương tiện,THPT,X06,26.67,67,81,95,97,0,0,0,0,0,0,0,0,2.68,2.88,2.57,2.59,2.79,3.1,2.73,0.24,1
SV00677,Nam,Kế toán,ĐGTD,A01,19.69,66,80,95,96,0,0,0,0,0,0,0,0,2.34,2.49,2.7,3.04,2.93,3.18,3.54,0,1
SV00678,Nam,An toàn thông tin,THPT,X06,26.97,73,87,101,102,0,0,0,0,0,0,0,0,3.23,3.49,3.45,3.17,3.42,3.14,3.12,0,1
SV00679,Nữ,Marketing CLC,ĐGNL,X06,19.85,69,84,99,100,0,0,0,0,0,0,0,0,2.98,2.84,2.69,2.73,3,3.6,3.24,0,1
SV00680,Nam,Khoa học máy tính,ĐGNL,A00,20.74,55,64,74,75,0,0,0,0,0,0,0,1,2.07,2.34,2.13,1.98,1.85,1.85,1.95,0,0
SV00681,Nữ,Công nghệ đa phương tiện,ĐGNL,A00,19.66,62,75,87,89,0,0,0,0,0,0,0,0,2.37,2.06,2.26,2.27,2.7,2.66,2.34,0.3,0
SV00682,Nam,An toàn thông tin CLC,THPT,A01,26.04,73,88,102,104,0,0,0,0,0,0,0,0,3.22,3.29,3.26,3.06,3.52,3.28,3.12,0.12,1
SV00683,Nam,Báo chí,THPT,A00,26.5,55,69,82,84,0,0,0,0,0,0,0,0,1.57,1.91,2.08,2.33,2.49,2.77,2.52,0.3,0
SV00684,Nữ,Báo chí,ĐGTD,A01,17.81,65,80,95,96,0,0,0,0,0,0,0,0,2.2,2.34,2.56,2.95,3.06,3.31,3.26,0,0
SV00685,Nam,Công nghệ thông tin,THPT,A00,26.34,70,84,98,99,0,0,0,0,0,0,0,0,3.17,3.09,3.18,2.93,2.73,2.91,3.15,0,1
SV00686,Nam,"Kỹ thuật điện, điện tử",THPT,A00,26.95,72,87,102,103,0,0,0,0,0,0,0,0,3.13,3.01,3.04,3.41,3.63,3.85,4,0,0
SV00687,Nam,Logistics và quản trị chuỗi cung ứng,ĐGTD,A01,18.28,40,43,46,47,1,2,4,6,2,2,2,2,1.97,1.81,1.77,1.2,1.05,0.81,0.85,0,1
SV00688,Nam,Kế toán,THPT,D01,26.28,60,69,77,80,0,0,0,0,0,0,0,0,2,2.17,2.37,2.2,2.1,1.8,1.61,0.42,0
SV00689,Nữ,Marketing,THPT,X06,26.19,67,80,94,95,0,0,0,0,0,0,0,0,3.02,2.81,2.7,2.41,2.47,2.6,2.72,0,1
SV00690,Nữ,"Kỹ thuật điện, điện tử",Xét tuyển thẳng,A00,0,20,22,24,25,6,8,10,12,0,0,0,0,1.36,1.11,0.91,0.65,0.57,0.88,0.99,0,0
SV00691,Nữ,Báo chí,THPT,X06,23.3,70,84,98,100,0,0,0,0,0,0,0,0,2.93,3.11,2.92,3.16,3.14,2.8,2.94,0.12,1
SV00692,Nam,"Kỹ thuật điện, điện tử",THPT,A01,26.98,64,78,92,94,0,0,0,0,0,0,0,0,2.5,2.51,2.35,2.52,2.65,2.71,2.82,0.24,1
SV00693,Nam,Khoa học máy tính,THPT,A01,27.07,62,74,87,88,0,0,0,0,0,0,0,0,2.71,2.18,2.34,2.05,2.11,2.22,2.39,0,1
SV00694,Nữ,Báo chí,ĐGNL,X26,19.06,72,87,102,103,0,0,0,0,0,0,0,0,2.68,3.12,3.57,3.83,3.94,3.71,3.9,0,1
SV00695,Nữ,An toàn thông tin,ĐGTD,A01,20.13,67,81,95,96,0,0,0,0,0,0,0,0,2.8,2.67,2.64,2.7,2.79,2.93,2.8,0,0
SV00696,Nam,Công nghệ thông tin CLC,ĐGNL,X26,20.1,73,88,103,104,0,0,0,0,0,0,0,0,2.86,3.5,3.64,3.32,3.15,3.3,3.65,0,1
SV00697,Nam,Truyền thông đa phương tiện,Xét tuyển thẳng,A01,0,62,74,87,88,0,0,0,0,0,0,0,0,2.21,2.28,2.51,2.45,2.07,2.25,2.55,0,1
SV00698,Nữ,Kế toán,THPT,D01,24.37,70,85,100,101,0,0,0,0,0,0,0,0,3.08,2.98,2.79,3.07,3.19,3.33,3.72,0,1
SV00699,Nữ,Trí tuệ nhân tạo,ĐGNL,A01,21.59,65,78,91,92,0,0,0,0,0,0,0,0,2.46,2.52,2.4,2.61,2.59,2.36,2.39,0,0
SV00700,Nam,An toàn thông tin,THPT,X26,27.03,68,82,96,98,0,0,0,0,0,0,0,0,2.56,2.68,2.82,2.92,2.89,2.73,2.82,0.24,0
SV00701,Nữ,Marketing CLC,ĐGTD,X06,21.38,75,90,105,106,0,0,0,0,0,0,0,0,3.36,3.72,3.9,4,4,3.7,3.67,0,1
SV00702,Nam,Kế toán CLC,ĐGTD,A01,19.64,70,85,100,101,0,0,0,0,0,0,0,0,2.8,2.94,3.19,3.03,2.88,3.27,3.48,0,1
SV00703,Nam,Công nghệ thông tin,THPT,A00,27.09,71,86,101,102,0,0,0,0,0,0,0,0,2.86,2.85,2.88,3.02,3.67,3.74,3.93,0,0
SV00704,Nữ,Công nghệ thông tin,ĐGTD,A00,21.61,62,75,87,88,0,0,0,0,0,0,0,0,2.48,2.81,2.93,1.85,2.04,2.54,2.06,0,0
SV00705,Nam,An toàn thông tin CLC,ĐGNL,X06,20.62,48,55,63,64,1,2,2,2,0,0,0,0,1.78,2.03,2.05,1.48,1.49,1.68,1.79,0,1
SV00706,Nam,Kế toán,THPT,X06,25.8,69,83,96,97,0,0,0,0,0,0,0,0,2.84,2.39,2.59,3.04,3.35,2.87,2.51,0,1
SV00707,Nữ,Trí tuệ nhân tạo,ĐGNL,X06,20.19,58,71,83,84,0,0,0,0,0,0,0,0,2.18,2.21,2.33,1.99,2.2,2.37,2.26,0,1
SV00708,Nữ,Kế toán,Xét tuyển thẳng,X26,0,41,50,59,60,0,0,0,0,0,0,0,0,1.57,1.5,1.53,1.59,1.7,1.78,1.74,0,1
SV00709,Nam,Marketing,THPT,A01,24.05,74,89,104,105,0,0,0,0,0,0,0,0,3.28,3.28,3.38,3.35,3.21,3.36,3.24,0,1
SV00710,Nữ,Marketing,THPT,X06,26.68,69,82,95,96,0,0,0,0,0,0,0,0,3.02,2.96,2.9,2.8,2.4,2.52,2.6,0,1
SV00711,Nữ,Truyền thông đa phương tiện,Xét tuyển thẳng,X26,0,62,70,82,83,0,0,0,0,0,0,0,0,2.06,2.56,2.48,2.28,2.06,1.64,2.05,0,1
SV00712,Nữ,Marketing CLC,THPT,X06,24.81,73,88,103,104,0,0,0,0,0,0,0,0,3.16,2.96,3.43,3.37,3.32,3.7,3.88,0,1
SV00713,Nữ,Công nghệ đa phương tiện,THPT,A01,24.27,56,68,80,82,0,0,0,0,2,4,6,6,2.45,2.37,2.23,1.79,1.86,2.17,2.34,0.24,1
SV00714,Nữ,Công nghệ đa phương tiện,ĐGNL,X26,21.56,65,78,92,93,0,0,0,0,1,2,2,2,2.25,2.33,2.6,2.73,2.79,2.61,2.85,0,1
